iteration,population_size,to_mate,to_mutate,fitness,time
1040,200,25,20,27.0,0.070129089
1050,200,25,20,29.0,0.077731444
1060,200,25,20,27.0,0.067751563
1070,200,25,20,23.0,0.06531115
1080,200,25,20,32.0,0.097707436
1090,200,25,20,20.0,0.066560578
1100,200,25,20,27.0,0.075611465
1110,200,25,20,18.0,0.076989909
1120,200,25,20,37.0,0.071858332
1130,200,25,20,25.0,0.077102619
1140,200,25,20,28.0,0.084665635
1150,200,25,20,20.0,0.075374661
1160,200,25,20,25.0,0.076946036
1170,200,25,20,31.0,0.08413967
1180,200,25,20,29.0,0.071816185
1190,200,25,20,20.0,0.074842187
1200,200,25,20,19.0,0.09846803
1210,200,25,20,32.0,0.08242595
1220,200,25,20,27.0,0.084703048
1230,200,25,20,24.0,0.083498771
1240,200,25,20,31.0,0.075483774
1250,200,25,20,33.0,0.082521908
1260,200,25,20,31.0,0.088368417
1270,200,25,20,26.0,0.078010447
1280,200,25,20,32.0,0.086648621
1290,200,25,20,22.0,0.091341577
1300,200,25,20,19.0,0.077993184
1310,200,25,20,20.0,0.092018555
1320,200,25,20,17.0,0.131904001
1330,200,25,20,36.0,0.08584038
1340,200,25,20,30.0,0.088522066
1350,200,25,20,17.0,0.081786915
1360,200,25,20,28.0,0.091638061
1370,200,25,20,43.0,0.091446033
1380,200,25,20,35.0,0.084609786
1390,200,25,20,24.0,0.098215058
1400,200,25,20,34.0,0.090484325
1410,200,25,20,29.0,0.084297479
1420,200,25,20,28.0,0.097406582
1430,200,25,20,27.0,0.11462076
1440,200,25,20,23.0,0.086200477
1450,200,25,20,38.0,0.102752409
1460,200,25,20,28.0,0.087272685
1470,200,25,20,28.0,0.106586948
1480,200,25,20,26.0,0.092006554
1490,200,25,20,24.0,0.091519005
1500,200,25,20,27.0,0.110832431
1510,200,25,20,32.0,0.094263045
1520,200,25,20,32.0,0.09096203
1530,200,25,20,25.0,0.114563873
1540,200,25,20,38.0,0.097179385
1550,200,25,20,44.0,0.103594687
1560,200,25,20,40.0,0.115673198
1570,200,25,20,20.0,0.094444387
1580,200,25,20,36.0,0.094162876
1590,200,25,20,33.0,0.118891321
1600,200,25,20,23.0,0.095306841
1610,200,25,20,38.0,0.096033371
1620,200,25,20,31.0,0.128375678
1630,200,25,20,29.0,0.099501054
1640,200,25,20,27.0,0.100974234
1650,200,25,20,52.0,0.118631659
1660,200,25,20,29.0,0.109475968
1670,200,25,20,28.0,0.109652823
1680,200,25,20,20.0,0.107069616
1690,200,25,20,25.0,0.113224274
1700,200,25,20,29.0,0.105156032
1710,200,25,20,46.0,0.138149488
1720,200,25,20,19.0,0.111786662
1730,200,25,20,31.0,0.113362455
1740,200,25,20,32.0,0.110589501
1750,200,25,20,28.0,0.108897926
1760,200,25,20,26.0,0.108095709
1770,200,25,20,22.0,0.116526643
1780,200,25,20,29.0,0.11515679
1790,200,25,20,34.0,0.114124187
1800,200,25,20,50.0,0.131915362
1810,200,25,20,35.0,0.116434533
1820,200,25,20,38.0,0.120504649
1830,200,25,20,35.0,0.116501142
1840,200,25,20,41.0,0.115282715
1850,200,25,20,35.0,0.118841768
1860,200,25,20,34.0,0.12175278
1870,200,25,20,32.0,0.121331831
1880,200,25,20,40.0,0.156395925
1890,200,25,20,30.0,0.114863693
1900,200,25,20,41.0,0.123418132
1910,200,25,20,24.0,0.120886076
1920,200,25,20,24.0,0.120573335
1930,200,25,20,29.0,0.124784515
1940,200,25,20,28.0,0.126146837
1950,200,25,20,29.0,0.12032161
1960,200,25,20,51.0,0.148179821
1970,200,25,20,22.0,0.121156968
1980,200,25,20,41.0,0.134106823
1990,200,25,20,21.0,0.125190246
2000,200,25,20,27.0,0.123643664
2010,200,25,20,33.0,0.127290387
2020,200,25,20,36.0,0.127763175
2030,200,25,20,38.0,0.126624029
2040,200,25,20,33.0,0.145269965
2050,200,25,20,39.0,0.127704782
2060,200,25,20,27.0,0.140002413
2070,200,25,20,39.0,0.131114447
2080,200,25,20,35.0,0.138219357
2090,200,25,20,34.0,0.129479901
2100,200,25,20,38.0,0.134250577
2110,200,25,20,31.0,0.148629735
2120,200,25,20,36.0,0.136654445
2130,200,25,20,34.0,0.133634921
2140,200,25,20,32.0,0.135523367
2150,200,25,20,26.0,0.137274111
2160,200,25,20,28.0,0.150504091
2170,200,25,20,34.0,0.132330111
2180,200,25,20,36.0,0.172618809
2190,200,25,20,36.0,0.132163782
2200,200,25,20,24.0,0.14829171
2210,200,25,20,36.0,0.133231243
2220,200,25,20,37.0,0.145635579
2230,200,25,20,32.0,0.138337711
2240,200,25,20,29.0,0.144873415
2250,200,25,20,32.0,0.168990468
2260,200,25,20,45.0,0.155090637
2270,200,25,20,27.0,0.136773073
2280,200,25,20,39.0,0.147257668
2290,200,25,20,44.0,0.138470633
2300,200,25,20,36.0,0.150868246
2310,200,25,20,43.0,0.139883836
2320,200,25,20,43.0,0.179604715
2330,200,25,20,44.0,0.148753134
2340,200,25,20,40.0,0.152423121
2350,200,25,20,23.0,0.141967805
2360,200,25,20,28.0,0.154869292
2370,200,25,20,41.0,0.141789699
2380,200,25,20,48.0,0.171211516
