iteration,cooling_value,fitness,elapsed_time
1340,0.95,7.0,0.001288774
1350,0.95,7.0,0.000464182
1360,0.95,5.0,0.000624626
1370,0.95,2.0,0.000313978
1380,0.95,8.0,0.000828234
1390,0.95,5.0,0.001141017
1400,0.95,16.0,0.000369594
1410,0.95,14.0,0.000389259
1420,0.95,13.0,0.000407674
1430,0.95,6.0,0.00035795
1440,0.95,3.0,0.000385444
1450,0.95,1.0,0.000312939000001
1460,0.95,11.0,0.00040011
1470,0.95,4.0,0.000406326
1480,0.95,2.0,0.000671441
1490,0.95,3.0,0.000628611
1500,0.95,7.0,0.001477888
1510,0.95,10.0,0.000887091
1520,0.95,3.0,0.000579614
1530,0.95,2.0,0.000515624
1540,0.95,13.0,0.000340575
1550,0.95,5.0,0.000390036
1560,0.95,5.0,0.000379061
1570,0.95,5.0,0.000707804
1580,0.95,8.0,0.000543659
1590,0.95,7.0,0.000661345
1600,0.95,10.0,0.000876768
1610,0.95,6.0,0.000402173
1620,0.95,9.0,0.000399836000001
1630,0.95,7.0,0.000437691
1640,0.95,5.0,0.00123142
1650,0.95,4.0,0.00089087
1660,0.95,4.0,0.0004921
1670,0.95,10.0,0.000432997000001
1680,0.95,8.0,0.000516328000001
1690,0.95,6.0,0.000448725
1700,0.95,7.0,0.000561239
1710,0.95,9.0,0.000459068
1720,0.95,6.0,0.000488449
1730,0.95,3.0,0.000463324
1740,0.95,12.0,0.000420854000001
1750,0.95,6.0,0.000455251
1760,0.95,10.0,0.000492497
1770,0.95,14.0,0.000403763
1780,0.95,13.0,0.000444731
1790,0.95,7.0,0.000434026
1800,0.95,9.0,0.000456189
1810,0.95,9.0,0.000457634
1820,0.95,9.0,0.000462273
1830,0.95,12.0,0.000392744
1840,0.95,18.0,0.000579329
1850,0.95,11.0,0.000454115
1860,0.95,8.0,0.000422323
1870,0.95,6.0,0.000440694
1880,0.95,11.0,0.000508007
1890,0.95,3.0,0.000502676
1900,0.95,5.0,0.000503331
1910,0.95,4.0,0.004356966
1920,0.95,12.0,0.000517637
1930,0.95,9.0,0.000428327
1940,0.95,6.0,0.000501058999999
1950,0.95,8.0,0.000487533999999
1960,0.95,15.0,0.000515651
1970,0.95,14.0,0.000426345
1980,0.95,12.0,0.000501096
1990,0.95,6.0,0.00040611
2000,0.95,7.0,0.000448683999999
2010,0.95,9.0,0.000523253
2020,0.95,10.0,0.00052259
2030,0.95,6.0,0.000526054
2040,0.95,7.0,0.000516887
2050,0.95,13.0,0.000444034
2060,0.95,17.0,0.00077437
2070,0.95,8.0,0.000559637
2080,0.95,9.0,0.000524469999999
2090,0.95,8.0,0.00045546
2100,0.95,6.0,0.000544343
2110,0.95,12.0,0.000552078999999
2120,0.95,16.0,0.000637572
2130,0.95,12.0,0.000699629
2140,0.95,9.0,0.001003012
2150,0.95,26.0,0.002271383
2160,0.95,9.0,0.001999479
2170,0.95,5.0,0.002082182
2180,0.95,11.0,0.002297687
2190,0.95,11.0,0.002708287
2200,0.95,22.0,0.002232219
2210,0.95,7.0,0.002892291
2220,0.95,13.0,0.002201377
2230,0.95,20.0,0.003868225
2240,0.95,16.0,0.002279893
2250,0.95,9.0,0.002440103
2260,0.95,10.0,0.003036006
2270,0.95,8.0,0.00754442
2280,0.95,23.0,0.004039827
2290,0.95,7.0,0.01294615
2300,0.95,6.0,0.0034529
2310,0.95,11.0,0.00505744
2320,0.95,12.0,0.002526881
2330,0.95,14.0,0.002012998
2340,0.95,10.0,0.002458581
2350,0.95,17.0,0.006228279
2360,0.95,13.0,0.002703311
2370,0.95,21.0,0.003481711
2380,0.95,3.0,0.035297925
2390,0.95,15.0,0.004571866
2400,0.95,12.0,0.006997506
2410,0.95,4.0,0.000718024
2420,0.95,8.0,0.00103583
2430,0.95,20.0,0.000668477
2440,0.95,11.0,0.000522404
2450,0.95,17.0,0.001390369
2460,0.95,6.0,0.000554613
2470,0.95,8.0,0.000939881
2480,0.95,15.0,0.000537993
2490,0.95,17.0,0.000625876
2500,0.95,28.0,0.000635653
2510,0.95,20.0,0.000558907
2520,0.95,13.0,0.000567368
2530,0.95,12.0,0.000553436000001
2540,0.95,15.0,0.000553786
2550,0.95,16.0,0.000546623
2560,0.95,18.0,0.000561453
2570,0.95,6.0,0.000545638
2580,0.95,28.0,0.00072985
2590,0.95,8.0,0.000549456
2600,0.95,9.0,0.000674276
2610,0.95,10.0,0.00059795
2620,0.95,16.0,0.000613363999999
2630,0.95,22.0,0.000708592
2640,0.95,8.0,0.000564883
2650,0.95,5.0,0.000595132
2660,0.95,16.0,0.000595125
2670,0.95,15.0,0.000714806
2680,0.95,6.0,0.000648093
2690,0.95,10.0,0.000578875
2700,0.95,22.0,0.00081599
2710,0.95,8.0,0.000587167000001
2720,0.95,7.0,0.000573715
2730,0.95,10.0,0.000624031
2740,0.95,24.0,0.000607442000001
2750,0.95,14.0,0.000602855
2760,0.95,9.0,0.0006116
2770,0.95,26.0,0.000623634
2780,0.95,26.0,0.000616987
2790,0.95,9.0,0.000591217
2800,0.95,8.0,0.000617016
2810,0.95,17.0,0.000654063
2820,0.95,20.0,0.000627371
2830,0.95,14.0,0.000611842000001
2840,0.95,15.0,0.000620169
2850,0.95,16.0,0.000762492
2860,0.95,10.0,0.000626374
2870,0.95,10.0,0.002244546
2880,0.95,11.0,0.000639286
2890,0.95,33.0,0.00067127
2900,0.95,15.0,0.000644728
2910,0.95,11.0,0.000629363
2920,0.95,24.0,0.000755076
2930,0.95,10.0,0.000821005
2940,0.95,19.0,0.001059756
2950,0.95,8.0,0.000872082
2960,0.95,16.0,0.000870094000001
2970,0.95,25.0,0.000969959
2980,0.95,10.0,0.000860717999999
2990,0.95,35.0,0.000839572999999
3000,0.95,6.0,0.000939989
3010,0.95,24.0,0.000701197000001
3020,0.95,11.0,0.000680051
3030,0.95,9.0,0.000650285000001
3040,0.95,12.0,0.000740098
3050,0.95,6.0,0.000649744
3060,0.95,22.0,0.000694255
3070,0.95,11.0,0.000667961
3080,0.95,11.0,0.000674361
3090,0.95,14.0,0.000816093
3100,0.95,21.0,0.000725477
3110,0.95,7.0,0.000653856
3120,0.95,21.0,0.000685417
3130,0.95,19.0,0.000837671
3140,0.95,19.0,0.00077674
3150,0.95,8.0,0.000798598999999
3160,0.95,16.0,0.000763621
3170,0.95,12.0,0.000780593
3180,0.95,9.0,0.000687842
3190,0.95,20.0,0.000745756
3200,0.95,13.0,0.000738106
3210,0.95,17.0,0.000706392
3220,0.95,16.0,0.000804251
3230,0.95,21.0,0.000698463
3240,0.95,12.0,0.000814874
3250,0.95,10.0,0.000977935
3260,0.95,14.0,0.000894008
3270,0.95,15.0,0.001064817
3280,0.95,15.0,0.000799276
3290,0.95,21.0,0.000726179
3300,0.95,11.0,0.000811504
3310,0.95,20.0,0.000728605
3320,0.95,12.0,0.000763857
3330,0.95,13.0,0.000718656
3340,0.95,23.0,0.000745551000001
3350,0.95,21.0,0.000804158
3360,0.95,11.0,0.0007445
3370,0.95,14.0,0.000708841
3380,0.95,9.0,0.000752210000001
3390,0.95,8.0,0.000723862
3400,0.95,6.0,0.000777175
3410,0.95,21.0,0.000726131
3420,0.95,13.0,0.001804062
3430,0.95,16.0,0.000940354
3440,0.95,15.0,0.00079052
3450,0.95,26.0,0.001217839
3460,0.95,11.0,0.001509903
3470,0.95,12.0,0.001165592
3480,0.95,16.0,0.000772943
3490,0.95,10.0,0.000751436
3500,0.95,13.0,0.000779573
3510,0.95,12.0,0.000764006
3520,0.95,37.0,0.001027466
3530,0.95,15.0,0.000785910999999
3540,0.95,22.0,0.002048135
3550,0.95,25.0,0.001792366
3560,0.95,13.0,0.00144215
3570,0.95,16.0,0.000948549999999
3580,0.95,12.0,0.000772514
3590,0.95,24.0,0.001088892
3600,0.95,13.0,0.000839735
3610,0.95,17.0,0.002284616
3620,0.95,14.0,0.000945065000001
3630,0.95,20.0,0.001148106
3640,0.95,24.0,0.001244665
3650,0.95,36.0,0.000800941
3660,0.95,15.0,0.000841537
3670,0.95,30.0,0.001204789
3680,0.95,9.0,0.001374649
3690,0.95,20.0,0.004692854
3700,0.95,14.0,0.001660365
3710,0.95,28.0,0.001933958
3720,0.95,23.0,0.001124448
3730,0.95,12.0,0.002344258
3740,0.95,26.0,0.000899018
3750,0.95,12.0,0.000846043
3760,0.95,11.0,0.000858169
3770,0.95,18.0,0.000987513999999
3780,0.95,23.0,0.001536776
3790,0.95,23.0,0.002809553
3800,0.95,18.0,0.001249531
3810,0.95,13.0,0.000930933999999
3820,0.95,25.0,0.000865772
3830,0.95,27.0,0.000970986
3840,0.95,24.0,0.001545711
3850,0.95,29.0,0.002159235
3860,0.95,23.0,0.001027321
3870,0.95,29.0,0.002360635
3880,0.95,14.0,0.001814106
3890,0.95,23.0,0.002062064
3900,0.95,13.0,0.001540047
3910,0.95,31.0,0.000904061000001
3920,0.95,23.0,0.000860119
3930,0.95,12.0,0.000865145
3940,0.95,35.0,0.003917481
3950,0.95,16.0,0.001941595
3960,0.95,20.0,0.002236721
3970,0.95,19.0,0.001139515
3980,0.95,24.0,0.000909826
3990,0.95,21.0,0.001027416
4000,0.95,13.0,0.000879912999999
4010,0.95,23.0,0.000906564999999
4020,0.95,17.0,0.001414742
4030,0.95,27.0,0.00112296
4040,0.95,11.0,0.001068445
4050,0.95,16.0,0.007888176
4060,0.95,10.0,0.002221041
4070,0.95,27.0,0.000987683
4080,0.95,13.0,0.00146092
4090,0.95,17.0,0.002200113
4100,0.95,14.0,0.002633534
4110,0.95,8.0,0.001561598
4120,0.95,24.0,0.001493476
4130,0.95,25.0,0.001538506
4140,0.95,18.0,0.001579833
4150,0.95,24.0,0.001444168
4160,0.95,11.0,0.001759123
4170,0.95,16.0,0.00145665
4180,0.95,23.0,0.001931846
4190,0.95,29.0,0.001780307
4200,0.95,22.0,0.001353038
4210,0.95,22.0,0.004484474
4220,0.95,23.0,0.001201961
4230,0.95,25.0,0.001145192
4240,0.95,33.0,0.000982982
4250,0.95,13.0,0.000984448
4260,0.95,16.0,0.001257529
4270,0.95,19.0,0.001064071
4280,0.95,21.0,0.000984346
4290,0.95,36.0,0.001141325
4300,0.95,15.0,0.001071564
4310,0.95,25.0,0.001179935
4320,0.95,24.0,0.001191138
4330,0.95,22.0,0.001174732
4340,0.95,12.0,0.001046386
4350,0.95,19.0,0.001158537
4360,0.95,19.0,0.001179162
4370,0.95,20.0,0.001281749
4380,0.95,15.0,0.001155544
4390,0.95,19.0,0.00103799
4400,0.95,20.0,0.001260617
4410,0.95,31.0,0.001436578
4420,0.95,18.0,0.001297098
4430,0.95,34.0,0.001394078
4440,0.95,29.0,0.001636065
4450,0.95,19.0,0.001158382
4460,0.95,23.0,0.001815972
4470,0.95,35.0,0.00263256
4480,0.95,21.0,0.001181231
4490,0.95,30.0,0.001240101
4500,0.95,19.0,0.001004279
4510,0.95,12.0,0.001177364
4520,0.95,36.0,0.004315654
4530,0.95,34.0,0.003044372
4540,0.95,23.0,0.001341213
4550,0.95,23.0,0.00102044
4560,0.95,9.0,0.001252507
4570,0.95,21.0,0.002042015
4580,0.95,10.0,0.002509668
4590,0.95,16.0,0.001419559
4600,0.95,31.0,0.00149483
4610,0.95,19.0,0.003705834
4620,0.95,22.0,0.00125995
4630,0.95,28.0,0.00233458
4640,0.95,36.0,0.004844362
4650,0.95,18.0,0.00174755
4660,0.95,27.0,0.001057719
4670,0.95,26.0,0.001178028
4680,0.95,31.0,0.001081996
4690,0.95,16.0,0.001152658
4700,0.95,24.0,0.002612564
4710,0.95,20.0,0.003011719
4720,0.95,30.0,0.001569976
4730,0.95,15.0,0.001051925
4740,0.95,21.0,0.001409878
4750,0.95,28.0,0.001638591
4760,0.95,29.0,0.002233949
4770,0.95,15.0,0.002802828
4780,0.95,31.0,0.001452829
4790,0.95,55.0,0.002784767
4800,0.95,20.0,0.002696602
4810,0.95,21.0,0.001199518
4820,0.95,32.0,0.003382617
4830,0.95,21.0,0.002671891
4840,0.95,26.0,0.003220393
4850,0.95,21.0,0.001356246
4860,0.95,37.0,0.001461812
4870,0.95,26.0,0.001212796
4880,0.95,15.0,0.001517887
4890,0.95,34.0,0.002777951
4900,0.95,17.0,0.001966788
4910,0.95,25.0,0.001173759
4920,0.95,18.0,0.001363354
4930,0.95,29.0,0.001113346
4940,0.95,26.0,0.001129343
4950,0.95,25.0,0.001096688
4960,0.95,28.0,0.001116281
4970,0.95,27.0,0.001106966
4980,0.95,22.0,0.001159185
4990,0.95,36.0,0.00113673
